"","iid","gender","match","samerace","race","goal","dec","attr","intel","prob","agediff"
"3822",263,0,0,0,1,1,0,9,9,4,2
"3823",264,0,0,1,2,1,0,3,6,3,3
"3824",264,0,1,0,2,1,1,6,8,6,2
"3825",264,0,0,1,2,1,0,5,7,6,5
"3826",264,0,0,1,2,1,0,5,7,5,0
"3827",264,0,0,1,2,1,1,6,7,6,1
"3828",264,0,0,1,2,1,0,3,7,3,6
"3829",264,0,1,1,2,1,1,7,8,6,1
"3830",264,0,1,1,2,1,1,5,8,6,1
"3831",264,0,0,1,2,1,0,4,6,3,1
"3832",264,0,1,0,2,1,1,8,7,5,3
"3833",264,0,0,0,2,1,0,4,8,3,1
"3834",264,0,0,1,2,1,1,7,8,6,1
"3835",264,0,0,0,2,1,0,2,6,4,2
"3836",264,0,0,1,2,1,0,4,7,5,4
"3837",264,0,0,0,2,1,0,2,6,3,4
"3838",264,0,0,1,2,1,1,8,7,6,1
"3839",264,0,0,0,2,1,0,6,8,8,2
"3840",264,0,0,1,2,1,0,5,7,4,8
"3841",264,0,0,0,2,1,0,7,6,4,1
"3842",264,0,0,0,2,1,0,6,6,4,2
"3843",264,0,0,0,2,1,0,3,6,4,2
"3844",265,0,0,1,2,4,1,6,6,3,3
"3845",265,0,0,0,2,4,0,5,6,1,8
"3846",265,0,0,1,2,4,0,8,10,1,11
"3847",265,0,0,1,2,4,0,6,8,2,6
"3848",265,0,0,1,2,4,0,5,6,2,7
"3849",265,0,0,1,2,4,0,5,6,3,0
"3850",265,0,0,1,2,4,0,6,5,2,7
"3851",265,0,0,1,2,4,1,8,10,3,7
"3852",265,0,1,1,2,4,1,9,9,3,5
"3853",265,0,0,0,2,4,0,9,8,2,9
"3854",265,0,0,0,2,4,0,NA,NA,NA,5
"3855",265,0,0,1,2,4,0,8,8,2,5
"3856",265,0,0,0,2,4,0,5,8,2,8
"3857",265,0,0,1,2,4,0,6,8,2,10
"3858",265,0,0,0,2,4,0,6,9,2,10
"3859",265,0,0,1,2,4,0,6,7,2,5
"3860",265,0,0,0,2,4,0,6,6,2,4
"3861",265,0,0,1,2,4,0,9,8,2,2
"3862",265,0,0,0,2,4,0,6,7,2,5
"3863",265,0,0,0,2,4,0,9,8,2,4
"3864",265,0,0,0,2,4,0,6,8,3,4
"3865",266,0,0,1,2,2,0,5,9,7,1
"3866",266,0,0,0,2,2,0,4,6,6,4
"3867",266,0,0,1,2,2,0,5,5,2,7
"3868",266,0,0,1,2,2,0,4,7,6,2
"3869",266,0,0,1,2,2,0,4,6,2,3
"3870",266,0,0,1,2,2,0,4,9,6,4
"3871",266,0,0,1,2,2,0,7,9,7,3
"3872",266,0,0,1,2,2,0,3,8,5,3
"3873",266,0,0,1,2,2,0,4,9,5,1
"3874",266,0,0,0,2,2,0,4,6,5,5
"3875",266,0,0,0,2,2,0,2,7,7,1
"3876",266,0,0,1,2,2,1,6,7,5,1
"3877",266,0,0,0,2,2,0,2,7,5,4
"3878",266,0,0,1,2,2,0,4,5,5,6
"3879",266,0,0,0,2,2,0,2,7,5,6
"3880",266,0,1,1,2,2,1,6,8,5,1
"3881",266,0,1,0,2,2,1,7,8,7,0
"3882",266,0,0,1,2,2,0,8,8,0,6
"3883",266,0,1,0,2,2,1,7,9,8,1
"3884",266,0,1,0,2,2,1,6,8,3,0
"3885",266,0,0,0,2,2,0,4,4,5,0
"3886",267,0,0,0,4,1,0,4,6,6,3
"3887",267,0,0,0,4,1,0,4,5,6,2
"3888",267,0,0,0,4,1,0,6,7,6,5
"3889",267,0,0,0,4,1,0,5,6,6,0
"3890",267,0,0,0,4,1,0,6,5,6,1
"3891",267,0,0,0,4,1,0,4,5,6,6
"3892",267,0,0,0,4,1,0,6,5,6,1
"3893",267,0,0,0,4,1,0,4,7,6,1
"3894",267,0,0,0,4,1,0,4,7,6,1
"3895",267,0,0,0,4,1,0,6,6,6,3
"3896",267,0,0,1,4,1,0,3,7,7,1
"3897",267,0,0,0,4,1,0,3,6,6,1
"3898",267,0,0,0,4,1,0,3,6,6,2
"3899",267,0,0,0,4,1,0,3,7,6,4
"3900",267,0,0,1,4,1,0,3,7,3,4
"3901",267,0,0,0,4,1,0,5,6,6,1
"3902",267,0,0,1,4,1,0,5,5,6,2
"3903",267,0,0,0,4,1,0,4,7,6,8
"3904",267,0,0,1,4,1,0,4,7,6,1
"3905",267,0,0,0,4,1,0,5,6,6,2
"3906",267,0,0,0,4,1,0,4,6,6,2
"3907",268,0,1,0,3,5,1,9,9,7,5
"3908",268,0,1,1,3,5,1,8,7,7,0
"3909",268,0,0,0,3,5,0,8,7,5,3
"3910",268,0,1,0,3,5,1,7,9,6,2
"3911",268,0,1,0,3,5,1,7,9,5,1
"3912",268,0,0,0,3,5,0,6,8,6,8
"3913",268,0,1,0,3,5,1,9.5,9,7,1
"3914",268,0,0,0,3,5,0,5,8,5,1
"3915",268,0,0,0,3,5,0,5,7,5,3
"3916",268,0,0,0,3,5,0,7,6,5,1
"3917",268,0,0,0,3,5,0,5,8,8,3
"3918",268,0,0,0,3,5,0,8,7,5,3
"3919",268,0,0,0,3,5,0,6,8,5,0
"3920",268,0,0,0,3,5,0,5,6,4,2
"3921",268,0,0,0,3,5,0,5,6,5,2
"3922",268,0,1,0,3,5,1,7,7,6,3
"3923",268,0,1,0,3,5,1,5,9,4,4
"3924",268,0,1,0,3,5,1,8,9,6,10
"3925",268,0,0,0,3,5,0,5,9,6,3
"3926",268,0,1,0,3,5,1,9,9,6,4
"3927",268,0,1,1,3,5,1,7,9,5,4
"3928",269,0,0,1,2,2,0,6,8,7,5
"3929",269,0,1,0,2,2,1,8,7,7,0
"3930",269,0,0,1,2,2,0,6,8,4,3
"3931",269,0,0,1,2,2,0,6,9,8,2
"3932",269,0,0,1,2,2,1,8,7,7,1
"3933",269,0,0,1,2,2,0,5,9,7,8
"3934",269,0,1,1,2,2,1,8,8,7,1
"3935",269,0,0,1,2,2,0,5,9,8,1
"3936",269,0,0,1,2,2,0,6,10,7,3
"3937",269,0,0,0,2,2,0,6,5,5,1
"3938",269,0,1,0,2,2,1,7,7,9,3
"3939",269,0,0,1,2,2,0,6,8,5,3
"3940",269,0,0,0,2,2,0,6,8,10,0
"3941",269,0,0,1,2,2,0,7,9,7,2
"3942",269,0,0,0,2,2,0,6,8,6,2
"3943",269,0,1,1,2,2,1,7,8,6,3
"3944",269,0,1,0,2,2,1,8,8,7,4
"3945",269,0,0,1,2,2,0,9,8,6,10
"3946",269,0,1,0,2,2,1,7,9,7,3
"3947",269,0,0,0,2,2,0,8,7,5,4
"3948",269,0,0,0,2,2,0,8,7,6,4
"3949",270,0,0,0,4,2,1,5,6,6,6
"3950",270,0,0,0,4,2,0,4,5,4,1
"3951",270,0,0,0,4,2,0,5,7,5,2
"3952",270,0,1,0,4,2,1,7,8,6,3
"3953",270,0,0,0,4,2,0,5,7,5,2
"3954",270,0,0,0,4,2,0,5,5,4,9
"3955",270,0,1,0,4,2,1,6,6,6,2
"3956",270,0,1,0,4,2,1,6,8,6,2
"3957",270,0,1,0,4,2,1,6,7,7,4
"3958",270,0,1,0,4,2,1,6,6,5,0
"3959",270,0,0,1,4,2,0,5,7,5,4
"3960",270,0,0,0,4,2,1,5,7,6,4
"3961",270,0,0,0,4,2,0,4,5,4,1
"3962",270,0,0,0,4,2,0,5,6,4,1
"3963",270,0,0,1,4,2,0,4,5,4,1
"3964",270,0,0,0,4,2,1,6,7,5,4
"3965",270,0,0,1,4,2,1,6,6,5,5
"3966",270,0,0,0,4,2,1,5,7,5,11
"3967",270,0,0,1,4,2,0,4,8,5,4
"3968",270,0,0,0,4,2,1,7,7,5,5
"3969",270,0,0,0,4,2,1,6,5,5,5
"3970",271,0,0,1,2,2,0,6,7,5,6
"3971",271,0,0,0,2,2,0,5,4,5,1
"3972",271,0,0,1,2,2,0,6,5,5,2
"3973",271,0,0,1,2,2,0,4,7,4,3
"3974",271,0,0,1,2,2,1,6,7,4,2
"3975",271,0,0,1,2,2,0,4,6,4,9
"3976",271,0,0,1,2,2,1,7,7,6,2
"3977",271,0,0,1,2,2,0,5,8,5,2
"3978",271,0,0,1,2,2,0,4,6,4,4
"3979",271,0,1,0,2,2,1,7,7,5,0
"3980",271,0,0,0,2,2,0,4,5,6,4
"3981",271,0,0,1,2,2,0,5,4,4,4
"3982",271,0,0,0,2,2,0,4,6,6,1
"3983",271,0,0,1,2,2,0,5,6,6,1
"3984",271,0,0,0,2,2,0,4,4,4,1
"3985",271,0,0,1,2,2,1,7,6,6,4
"3986",271,0,0,0,2,2,1,4,7,7,5
"3987",271,0,0,1,2,2,1,6,7,6,11
"3988",271,0,0,0,2,2,0,4,6,6,4
"3989",271,0,0,0,2,2,1,7,7,6,5
"3990",271,0,1,0,2,2,1,6,6,6,5
"3991",272,0,0,1,2,2,0,4,7,5,4
"3992",272,0,0,0,2,2,0,4,7,7,1
"3993",272,0,0,1,2,2,0,7,8,7,4
"3994",272,0,0,1,2,2,0,6,9,7,1
"3995",272,0,0,1,2,2,1,7,8,8,0
"3996",272,0,0,1,2,2,0,5,10,7,7
"3997",272,0,0,1,2,2,1,8,8,8,0
"3998",272,0,0,1,2,2,0,2,8,8,0
"3999",272,0,0,1,2,2,0,7,9,9,2
"4000",272,0,0,0,2,2,0,6,9,7,2
"4001",272,0,0,0,2,2,0,5,7,8,2
"4002",272,0,0,1,2,2,0,3,6,6,2
"4003",272,0,0,0,2,2,0,4,7,8,1
"4004",272,0,0,1,2,2,0,3,8,5,3
"4005",272,0,0,0,2,2,0,2,6,4,3
"4006",272,0,0,1,2,2,0,5,8,6,2
"4007",272,0,0,0,2,2,0,6,7,7,3
"4008",272,0,0,1,2,2,1,7,9,7,9
"4009",272,0,0,0,2,2,0,5,10,8,2
"4010",272,0,0,0,2,2,0,6,8,7,3
"4011",272,0,0,0,2,2,0,6,6,8,3
"4012",273,1,0,0,2,2,0,4,8,2,1
"4013",273,1,0,0,2,2,0,1,8,2,4
"4014",273,1,0,1,2,2,1,8,9,3,7
"4015",273,1,0,0,2,2,0,6,5,1,3
"4016",273,1,0,0,2,2,0,7,8,1,5
"4017",273,1,0,1,2,2,0,7,7,1,5
"4018",273,1,0,0,2,2,0,8,8,2,4
"4019",273,1,0,1,2,2,0,4,8,1,4
"4020",273,1,0,0,2,2,0,2,8,1,2
"4021",273,1,0,0,2,2,0,2,7,1,3
"4022",273,1,0,1,2,2,0,2,9,4,0
"4023",273,1,0,0,2,2,0,2,8,5,3
"4024",273,1,0,1,2,2,0,5,5,1,3
"4025",273,1,0,1,2,2,0,5,9,4,3
"4026",273,1,0,1,2,2,1,8,9,6,1
"4027",273,1,0,0,2,2,0,9,5,5,3
"4028",273,1,1,0,2,2,1,10,9,10,5
"4029",273,1,0,1,2,2,1,9,8,6,5
"4030",273,1,0,0,2,2,0,4,7,1,6
"4031",273,1,0,1,2,2,0,7,5,2,6
"4032",273,1,0,1,2,2,0,9,7,1,4
"4033",274,1,1,1,3,3,1,7,8,10,4
"4034",274,1,1,0,3,3,1,5,8,7,9
"4035",274,1,0,0,3,3,0,6,10,8,2
"4036",274,1,0,0,3,3,0,2,6,3,2
"4037",274,1,0,0,3,3,0,4,8,7,0
"4038",274,1,0,0,3,3,0,6,8,6,0
"4039",274,1,0,0,3,3,0,7,5,6,1
"4040",274,1,0,0,3,3,0,8,8,2,1
"4041",274,1,0,0,3,3,0,3,8,4,3
"4042",274,1,0,0,3,3,0,3,6,5,2
"4043",274,1,0,0,3,3,0,4,7,7,5
"4044",274,1,1,0,3,3,1,7,9,6,2
"4045",274,1,1,0,3,3,1,6,8,6,2
"4046",274,1,0,0,3,3,0,4,2,4,8
"4047",274,1,0,0,3,3,1,8,8,8,4
"4048",274,1,0,0,3,3,0,3,3,5,2
"4049",274,1,1,1,3,3,1,8,9,8,0
"4050",274,1,1,0,3,3,1,8,8,7,0
"4051",274,1,0,0,3,3,0,4,7,4,1
"4052",274,1,0,0,3,3,0,6,4,4,1
"4053",274,1,0,0,3,3,1,8,8,7,1
"4054",275,1,0,0,2,2,1,7,8,7,7
"4055",275,1,0,0,2,2,1,6,7,7,12
"4056",275,1,0,1,2,2,1,5,6,6,1
"4057",275,1,0,0,2,2,1,5,6,5,5
"4058",275,1,0,0,2,2,1,6,7,6,3
"4059",275,1,0,1,2,2,1,6,7,7,3
"4060",275,1,0,0,2,2,1,7,6,6,4
"4061",275,1,0,1,2,2,0,NA,NA,NA,4
"4062",275,1,0,0,2,2,1,5,8,7,6
"4063",275,1,1,0,2,2,1,6,7,6,5
"4064",275,1,0,1,2,2,1,4,8,7,8
"4065",275,1,0,0,2,2,1,6,7,6,5
"4066",275,1,0,1,2,2,1,5,7,7,5
"4067",275,1,0,1,2,2,1,6,7,5,11
"4068",275,1,0,1,2,2,1,6,8,7,7
"4069",275,1,0,0,2,2,1,5,7,7,5
"4070",275,1,0,0,2,2,1,9,8,7,3
"4071",275,1,0,1,2,2,1,8,7,7,3
"4072",275,1,0,0,2,2,1,7,8,7,2
"4073",275,1,0,1,2,2,1,7,6,6,2
"4074",275,1,0,1,2,2,1,7,6,7,4
"4075",276,1,0,0,2,2,1,6,8,7,2
"4076",276,1,0,0,2,2,0,4,7,4,7
"4077",276,1,0,1,2,2,0,3,10,6,4
"4078",276,1,0,0,2,2,0,7,5,3,0
"4079",276,1,0,0,2,2,1,7,9,7,2
"4080",276,1,0,1,2,2,0,6,4,4,2
"4081",276,1,1,0,2,2,1,6,9,5,1
"4082",276,1,0,1,2,2,1,10,10,10,1
"4083",276,1,1,0,2,2,1,7,8,10,1
"4084",276,1,1,0,2,2,1,8,9,10,0
"4085",276,1,0,1,2,2,0,5,7,3,3
"4086",276,1,0,0,2,2,1,8,7,6,0
"4087",276,1,0,1,2,2,1,8,6,8,0
"4088",276,1,0,1,2,2,0,3,6,3,6
"4089",276,1,0,1,2,2,1,9,6,2,2
"4090",276,1,0,0,2,2,0,5,3,3,0
"4091",276,1,1,0,2,2,1,8,8,6,2
"4092",276,1,0,1,2,2,1,9,8,9,2
"4093",276,1,1,0,2,2,1,7,8,7,3
"4094",276,1,0,1,2,2,1,7,4,7,3
"4095",276,1,0,1,2,2,0,7,5,3,1
"4096",277,1,0,0,2,1,0,6,7,1,3
"4097",277,1,0,0,2,1,0,5,7,1,8
"4098",277,1,0,1,2,1,0,6,7,2,3
"4099",277,1,0,0,2,1,0,6,6,0,1
"4100",277,1,0,0,2,1,0,7,7,2,1
"4101",277,1,0,1,2,1,0,7,6,2,1
"4102",277,1,1,0,2,1,1,8,8,3,0
"4103",277,1,1,1,2,1,1,8,8,10,0
"4104",277,1,1,0,2,1,1,7,8,10,2
"4105",277,1,1,0,2,1,1,6,7,2,1
"4106",277,1,0,1,2,1,0,5,5,1,4
"4107",277,1,0,0,2,1,0,6,7,1,1
"4108",277,1,0,1,2,1,0,6,7,3,1
"4109",277,1,0,1,2,1,0,5,7,2,7
"4110",277,1,0,1,2,1,0,7,7,2,3
"4111",277,1,0,0,2,1,0,6,7,1,1
"4112",277,1,1,0,2,1,1,9,8,4,1
"4113",277,1,0,1,2,1,0,7,7,2,1
"4114",277,1,0,0,2,1,1,7,8,3,2
"4115",277,1,0,1,2,1,0,6,6,2,2
"4116",277,1,0,1,2,1,0,7,6,0,0
"4117",278,1,0,0,2,1,1,7,8,5,4
"4118",278,1,0,0,2,1,0,5,7,3,1
"4119",278,1,0,1,2,1,0,6,8,3,10
"4120",278,1,0,0,2,1,0,7,5,3,6
"4121",278,1,0,0,2,1,1,8,8,5,8
"4122",278,1,0,1,2,1,0,5,5,4,8
"4123",278,1,0,0,2,1,0,5,7,4,7
"4124",278,1,0,1,2,1,1,6,5,8,7
"4125",278,1,0,0,2,1,0,5,5,2,5
"4126",278,1,0,0,2,1,0,5,6,3,6
"4127",278,1,0,1,2,1,1,5,6,5,3
"4128",278,1,0,0,2,1,1,8,8,6,6
"4129",278,1,0,1,2,1,0,3,7,4,6
"4130",278,1,0,1,2,1,0,5,7,5,0
"4131",278,1,0,1,2,1,1,8,8,7,4
"4132",278,1,0,0,2,1,0,8,6,3,6
"4133",278,1,0,0,2,1,1,7,7,7,8
"4134",278,1,0,1,2,1,0,5,8,5,8
"4135",278,1,0,0,2,1,0,6,6,3,9
"4136",278,1,0,1,2,1,0,5,7,4,9
"4137",278,1,0,1,2,1,0,7,7,2,7
"4138",279,1,0,0,2,3,0,6.5,9,6,3
"4139",279,1,0,0,2,3,0,4,7,4,8
"4140",279,1,0,1,2,3,0,6,8,6,3
"4141",279,1,0,0,2,3,0,5,7,6,1
"4142",279,1,1,0,2,3,1,7,8,6,1
"4143",279,1,0,1,2,3,0,8,7,4,1
"4144",279,1,0,0,2,3,0,7,8,3,0
"4145",279,1,0,1,2,3,0,9,6,1,0
"4146",279,1,0,0,2,3,1,6,8,3,2
"4147",279,1,0,0,2,3,0,7,10,1,1
"4148",279,1,0,1,2,3,0,6,9,3,4
"4149",279,1,0,0,2,3,0,8,8,4,1
"4150",279,1,1,1,2,3,1,7,9,5,1
"4151",279,1,0,1,2,3,0,6,9,4,7
"4152",279,1,0,1,2,3,1,8,8,6.5,3
"4153",279,1,0,0,2,3,0,6,8,6,1
"4154",279,1,1,0,2,3,1,8,9,8,1
"4155",279,1,1,1,2,3,1,8,9,3,1
"4156",279,1,1,0,2,3,1,7,9,5,2
"4157",279,1,0,1,2,3,0,9,6,5,2
"4158",279,1,0,1,2,3,0,7,5,3,0
"4159",280,1,0,0,2,3,0,7,7,2,3
"4160",280,1,0,0,2,3,0,2,7,4,8
"4161",280,1,0,1,2,3,0,3,8,1,3
"4162",280,1,0,0,2,3,1,8,8,2,1
"4163",280,1,0,0,2,3,1,7,8,3,1
"4164",280,1,0,1,2,3,0,6,6,2,1
"4165",280,1,1,0,2,3,1,8,8,3,0
"4166",280,1,0,1,2,3,0,7,9,2,0
"4167",280,1,1,0,2,3,1,7,8,5,2
"4168",280,1,1,0,2,3,1,7,8,3,1
"4169",280,1,0,1,2,3,0,3,7,5,4
"4170",280,1,0,0,2,3,1,6,8,3,1
"4171",280,1,1,1,2,3,1,7,7,5,1
"4172",280,1,0,1,2,3,0,3,8,2,7
"4173",280,1,0,1,2,3,0,8,7,1,3
"4174",280,1,0,0,2,3,0,5,5,3,1
"4175",280,1,0,0,2,3,0,6,7,2,1
"4176",280,1,0,1,2,3,1,8,8,5,1
"4177",280,1,1,0,2,3,1,8,8,4,2
"4178",280,1,0,1,2,3,1,6,6,3,2
"4179",280,1,0,1,2,3,0,6,6,2,0
"4180",281,1,0,0,2,6,1,10,8,6,1
"4181",281,1,0,0,2,6,0,3,8,2,6
"4182",281,1,0,1,2,6,1,6,7,4,5
"4183",281,1,0,0,2,6,0,5,4,3,1
"4184",281,1,0,0,2,6,0,7,7,2,3
"4185",281,1,0,1,2,6,1,6,5,6,3
"4186",281,1,0,0,2,6,1,5,6,6,2
"4187",281,1,0,1,2,6,0,5,7,7,2
"4188",281,1,0,0,2,6,0,6,9,2,0
"4189",281,1,0,0,2,6,0,3,9,5,1
"4190",281,1,0,1,2,6,1,6,7,4,2
"4191",281,1,0,0,2,6,1,6,9,6,1
"4192",281,1,0,1,2,6,1,5,6,1,1
"4193",281,1,1,1,2,6,1,6,8,3,5
"4194",281,1,0,1,2,6,1,9,10,6,1
"4195",281,1,0,0,2,6,0,5,6,1,1
"4196",281,1,0,0,2,6,1,10,8,4,3
"4197",281,1,0,1,2,6,1,8,10,5,3
"4198",281,1,1,0,2,6,1,7,10,7,4
"4199",281,1,0,1,2,6,0,5,7,2,4
"4200",281,1,0,1,2,6,1,9,3,5,2
"4201",282,1,0,0,1,1,1,7,7,2,5
"4202",282,1,0,0,1,1,0,6,9,2,10
"4203",282,1,0,0,1,1,1,7,7,5,1
"4204",282,1,0,0,1,1,0,6,7,2,3
"4205",282,1,1,0,1,1,1,8,7,7,1
"4206",282,1,0,0,1,1,1,8,8,6,1
"4207",282,1,1,0,1,1,1,8,8,6,2
"4208",282,1,0,0,1,1,1,7,7,3,2
"4209",282,1,1,0,1,1,1,10,9,6,4
"4210",282,1,0,0,1,1,1,7,7,3,3
"4211",282,1,0,0,1,1,1,7,7,5,6
"4212",282,1,1,1,1,1,1,8,8,6,3
"4213",282,1,1,0,1,1,1,7,7,3,3
"4214",282,1,0,0,1,1,1,7,7,2,9
"4215",282,1,0,0,1,1,1,7,7,3,5
"4216",282,1,0,0,1,1,1,8,8,7,3
"4217",282,1,0,0,1,1,1,9,9,6,1
"4218",282,1,0,0,1,1,1,8,8,7,1
"4219",282,1,1,0,1,1,1,9,9,7,0
"4220",282,1,1,0,1,1,1,8,8,5,0
"4221",282,1,0,0,1,1,1,9,8,4,2
"4222",283,1,0,0,4,1,1,9,9,9,1
"4223",283,1,0,1,4,1,0,3,3,1,6
"4224",283,1,0,0,4,1,1,10,10,9,5
"4225",283,1,0,1,4,1,1,9,9,6,1
"4226",283,1,0,1,4,1,1,9,9,6,3
"4227",283,1,0,0,4,1,1,10,10,6,3
"4228",283,1,1,0,4,1,1,10,9,6,2
"4229",283,1,0,0,4,1,1,10,9,9,2
"4230",283,1,0,1,4,1,1,7,7,6,0
"4231",283,1,0,1,4,1,1,6,6,8,1
"4232",283,1,0,0,4,1,1,10,10,10,2
"4233",283,1,0,0,4,1,0,1,1,1,1
"4234",283,1,0,0,4,1,1,10,10,10,1
"4235",283,1,0,0,4,1,1,10,10,10,5
"4236",283,1,0,0,4,1,1,10,10,10,1
"4237",283,1,0,1,4,1,0,5,5,1,1
"4238",283,1,0,0,4,1,1,10,10,10,3
"4239",283,1,1,0,4,1,1,8,9,9,3
"4240",283,1,0,1,4,1,1,5,9,9,4
"4241",283,1,0,0,4,1,1,10,9,9,4
"4242",283,1,0,0,4,1,1,10,10,6,2
"4243",284,1,0,0,2,1,0,7,NA,3,1
"4244",284,1,0,0,2,1,0,2,NA,1,6
"4245",284,1,0,1,2,1,0,3,NA,1,5
"4246",284,1,0,0,2,1,1,7,NA,5,1
"4247",284,1,0,0,2,1,1,7,NA,4,3
"4248",284,1,0,1,2,1,1,7,NA,5,3
"4249",284,1,1,0,2,1,1,7,7,4,2
"4250",284,1,0,1,2,1,0,5,6,1,2
"4251",284,1,0,0,2,1,0,6,NA,4,0
"4252",284,1,0,0,2,1,0,6,8,3,1
"4253",284,1,0,1,2,1,0,5,NA,2,2
"4254",284,1,0,0,2,1,0,6,NA,4,1
"4255",284,1,0,1,2,1,0,6,NA,3,1
"4256",284,1,0,1,2,1,0,4,NA,1,5
"4257",284,1,0,1,2,1,0,6,NA,5,1
"4258",284,1,0,0,2,1,0,7,NA,3,1
"4259",284,1,0,0,2,1,1,7,NA,5,3
"4260",284,1,0,1,2,1,0,5,NA,4,3
"4261",284,1,0,0,2,1,0,6,NA,3,4
"4262",284,1,0,1,2,1,0,5,NA,1,4
"4263",284,1,0,1,2,1,0,5,NA,4,2
"4264",285,1,0,0,6,4,1,5,5,8,4
"4265",285,1,1,0,6,4,1,5,5,8,9
"4266",285,1,0,0,6,4,1,8,8,8,2
"4267",285,1,0,0,6,4,1,3,3,3,2
"4268",285,1,0,0,6,4,1,6,6,6,0
"4269",285,1,0,0,6,4,1,8,8,9,0
"4270",285,1,0,1,6,4,1,7,7,7,1
"4271",285,1,0,0,6,4,1,9,9,9,1
"4272",285,1,1,0,6,4,1,6,6,6,3
"4273",285,1,0,0,6,4,1,6,6,6,2
"4274",285,1,0,0,6,4,1,7,7,7,5
"4275",285,1,0,0,6,4,1,6,6,6,2
"4276",285,1,0,0,6,4,1,7,7,7,2
"4277",285,1,0,0,6,4,1,7,7,7,8
"4278",285,1,0,0,6,4,1,7.5,7.5,7.5,4
"4279",285,1,0,0,6,4,1,6,6,6,2
"4280",285,1,0,0,6,4,1,8.5,8.5,8.5,0
"4281",285,1,0,0,6,4,1,8,8,8,0
"4282",285,1,0,0,6,4,1,6,6,6,1
"4283",285,1,0,0,6,4,1,6,6,6,1
"4284",285,1,0,0,6,4,1,8,8,8,1
"4285",286,1,0,0,2,1,0,9,8,3,6
"4286",286,1,0,0,2,1,0,6,NA,2,11
"4287",286,1,0,1,2,1,0,7,9,2,0
"4288",286,1,0,0,2,1,0,7,7,4,4
"4289",286,1,0,0,2,1,1,6,7,3,2
"4290",286,1,0,1,2,1,0,7,8,2,2
"4291",286,1,0,0,2,1,1,8,8,3,3
"4292",286,1,0,1,2,1,0,7,8,2,3
"4293",286,1,0,0,2,1,0,7,8,3,5
"4294",286,1,0,0,2,1,1,6,8,5,4
"4295",286,1,0,1,2,1,0,7,9,3,7
"4296",286,1,0,0,2,1,1,8,8,5,4
"4297",286,1,0,1,2,1,0,8,8,3,4
"4298",286,1,0,1,2,1,1,7,9,3,10
"4299",286,1,0,1,2,1,1,7,8,4,6
"4300",286,1,0,0,2,1,0,6,7,3,4
"4301",286,1,0,0,2,1,1,10,8,4,2
"4302",286,1,0,1,2,1,0,7,7,4,2
"4303",286,1,0,0,2,1,1,7,9,4,1
"4304",286,1,0,1,2,1,1,8,8,5,1
"4305",286,1,0,1,2,1,1,9,9,5,3
"4306",287,1,0,0,4,1,1,7,7,6,6
"4307",287,1,0,1,4,1,0,4,6,5,11
"4308",287,1,0,0,4,1,1,8,7,8,0
"4309",287,1,0,1,4,1,1,7,5,6,4
"4310",287,1,0,1,4,1,1,6,6,6,2
"4311",287,1,0,0,4,1,1,8,7,6,2
"4312",287,1,0,0,4,1,1,8,5,5,3
"4313",287,1,0,0,4,1,0,7,6,5,3
"4314",287,1,0,1,4,1,1,7,8,6,5
"4315",287,1,0,1,4,1,0,4,5,5,4
"4316",287,1,0,0,4,1,1,6,6,7,7
"4317",287,1,0,0,4,1,0,4,8,7,4
"4318",287,1,0,0,4,1,1,8,8,8,4
"4319",287,1,0,0,4,1,1,5,7,7,10
"4320",287,1,0,0,4,1,1,7,7,6,6
"4321",287,1,0,1,4,1,1,9,9,8,4
"4322",287,1,0,0,4,1,1,9,9,7,2
"4323",287,1,0,0,4,1,1,8,8,7,2
"4324",287,1,0,1,4,1,1,7,7,5,1
"4325",287,1,0,0,4,1,1,9,8,7,1
"4326",287,1,0,0,4,1,1,10,9,6,3
"4327",288,1,0,0,2,1,0,4,5,3,1
"4328",288,1,0,0,2,1,0,3,6,2,6
"4329",288,1,0,1,2,1,0,5,7,5,5
"4330",288,1,0,0,2,1,0,5,3,5,1
"4331",288,1,0,0,2,1,1,6,6,3,3
"4332",288,1,0,1,2,1,0,4,6,2,3
"4333",288,1,0,0,2,1,0,5,5,2,2
"4334",288,1,0,1,2,1,0,4,5,3,2
"4335",288,1,0,0,2,1,0,4,5,3,0
"4336",288,1,0,0,2,1,0,4,6,3,1
"4337",288,1,0,1,2,1,0,4,7,4,2
"4338",288,1,1,0,2,1,1,6,7,4,1
"4339",288,1,0,1,2,1,0,3,5,3,1
"4340",288,1,0,1,2,1,0,3,5,3,5
"4341",288,1,1,1,2,1,1,7,7,3,1
"4342",288,1,0,0,2,1,0,3,3,3,1
"4343",288,1,1,0,2,1,1,5,6,4,3
"4344",288,1,1,1,2,1,1,6,7,3,3
"4345",288,1,0,0,2,1,0,4,5,3,4
"4346",288,1,0,1,2,1,0,5,3,3,4
"4347",288,1,0,1,2,1,0,7,4,3,2
"4348",289,1,0,0,4,1,0,7,6,3,0
"4349",289,1,0,1,4,1,0,2,6,2,5
"4350",289,1,0,0,4,1,1,5,8,5,6
"4351",289,1,0,1,4,1,0,7,7,3,2
"4352",289,1,1,1,4,1,1,6,8,6,4
"4353",289,1,0,0,4,1,1,7,6,5,4
"4354",289,1,0,0,4,1,0,7,7,3,3
"4355",289,1,0,0,4,1,0,4,7,3,3
"4356",289,1,0,1,4,1,0,5,4,2,1
